year,price,mileage,tax,mpg,engineSize,trns_Manual,trns_Semi-Auto,fuel_Hybrid,fuel_Petrol
2019,34259,4587,145,37.2,2.0,True,False,False,True
2019,35131,5721,145,37.2,2.0,True,False,False,True
2019,50414,4236,145,33.2,3.0,False,True,False,False
2015,21995,18188,200,47.1,2.0,False,True,False,False
2016,16995,41497,125,57.6,2.0,True,False,False,False
2016,14995,13961,30,58.9,1.4,True,False,False,True
2019,30990,10852,145,47.9,2.0,False,True,False,False
2019,18490,10059,145,43.5,1.5,True,False,False,True
2019,18490,5985,145,43.5,1.5,True,False,False,True
2019,26490,6214,145,38.7,2.0,False,True,False,True
2019,59995,5089,145,30.1,2.9,False,True,False,True
2019,24995,2756,145,42.2,1.0,True,False,False,True
2019,29490,4982,145,47.9,2.0,False,True,False,False
2016,17495,41505,20,67.3,2.0,False,True,False,False
2017,20995,26494,145,47.9,1.4,False,True,False,True
2017,14495,23655,30,55.4,1.4,True,False,False,True
2019,58995,3382,145,30.1,2.9,False,True,False,True
2018,19995,17789,145,54.3,1.5,True,False,False,True
2019,33640,5023,145,47.9,2.0,False,True,False,False
2019,53939,6238,145,37.7,3.0,False,True,False,False
2019,30719,4520,145,39.8,2.0,False,True,False,True
2019,30197,5210,145,39.8,2.0,False,True,False,True
2019,27022,3256,145,40.4,2.0,False,True,False,True
2019,37560,5201,145,44.1,2.0,False,True,False,False
2019,49990,28,145,33.6,3.0,False,True,False,False
2017,12495,25747,0,67.3,1.0,True,False,False,True
2017,14995,27000,145,55.4,1.4,True,False,False,True
2016,24490,51562,235,42.8,3.0,False,True,False,False
2016,13995,40030,0,83.1,1.6,True,False,False,False
2016,19495,43099,145,56.5,2.0,False,True,False,False
2017,17995,18842,145,55.4,1.0,True,False,False,True
2016,19995,31894,30,64.2,3.0,False,True,False,False
2019,30728,5712,145,51.4,2.0,False,True,False,False
2015,18995,38540,125,58.9,2.0,False,True,False,False
2017,13995,25552,30,56.5,1.4,True,False,False,True
2015,18495,72283,145,54.3,3.0,False,True,False,False
2016,34995,22809,235,42.2,3.0,False,True,False,False
2017,19995,16103,145,65.7,2.0,True,False,False,False
2016,13495,23745,30,57.6,1.4,True,False,False,True
2016,16995,29593,30,62.8,2.0,True,False,False,False
2014,13995,15300,125,53.3,1.4,False,True,False,True
2018,25995,9185,145,48.7,1.4,False,True,False,True
2019,25995,1592,145,39.2,1.5,True,False,False,True
2016,10995,45644,0,80.7,1.6,True,False,False,False
2019,48995,4488,145,33.6,3.0,False,True,False,False
2016,33995,29156,235,42.2,3.0,False,True,False,False
2015,12298,15837,30,58.9,1.4,True,False,False,True
2016,15998,15264,30,61.4,2.0,True,False,False,False
2018,18998,8211,150,49.6,1.6,True,False,False,False
2017,21995,10962,145,50.4,1.4,True,False,False,True
2016,28995,42187,235,42.8,3.0,False,True,False,False
2017,15995,8128,30,55.4,1.4,True,False,False,True
2016,13985,55697,20,70.6,2.0,True,False,False,False
2015,13995,35446,145,54.3,2.0,True,False,False,False
2016,18499,30366,160,50.4,2.0,False,True,False,False
2017,27498,32090,145,40.4,2.0,False,True,False,True
2015,15998,19300,145,47.9,1.4,False,True,False,True
2016,13998,37478,0,74.3,2.0,True,False,False,False
2019,24998,6266,145,38.2,2.0,False,True,False,True
2016,13995,8577,30,55.4,1.4,True,False,False,True
2018,18995,13147,145,67.3,1.6,True,False,False,False
2017,22995,24336,145,61.4,2.0,False,True,False,False
2018,17495,23813,145,55.4,1.0,True,False,False,True
2017,21995,17633,145,52.3,1.4,False,True,False,True
2015,16995,55220,30,64.2,2.0,False,True,False,False
2017,22995,47952,145,56.5,2.0,False,True,False,False
2014,19995,50500,235,44.1,3.0,False,True,False,False
2016,15495,31147,30,56.5,1.4,True,False,False,True
2019,25998,79,150,46.3,2.0,False,True,False,False
2015,14500,56875,150,53.3,2.0,False,True,False,False
2015,18995,37056,160,53.3,2.0,True,False,False,False
2018,39995,5431,145,34.0,2.5,False,True,False,True
2016,13995,31031,30,56.5,1.4,True,False,False,True
2015,17995,34906,160,49.6,3.0,False,True,False,False
2017,21995,14821,145,64.2,3.0,False,True,False,False
2016,15495,15307,30,55.4,1.4,True,False,False,True
2016,19995,23626,160,45.6,2.0,False,True,False,True
2016,12995,11892,0,67.3,1.0,True,False,False,True
2016,12995,42165,30,56.5,1.4,True,False,False,True
2019,31795,3036,145,34.5,2.0,False,True,False,True
2019,39995,2703,145,40.9,3.0,False,True,False,False
2016,48995,41032,300,39.2,4.0,False,False,False,False
2018,21495,8545,145,53.3,1.6,True,False,False,False
2016,13498,30287,20,60.1,1.4,True,False,False,True
2016,14998,1893,20,60.1,1.4,True,False,False,True
2017,16998,6896,145,52.3,1.4,True,False,False,True
2016,15498,34084,30,62.8,2.0,True,False,False,False
2017,13985,84222,20,68.9,2.0,False,True,False,False
2015,10385,68428,0,83.1,1.6,True,False,False,False
2018,37500,20283,150,34.0,3.0,False,True,False,True
2016,11500,56235,0,74.3,2.0,True,False,False,False
2017,24500,37492,205,47.1,3.0,False,True,False,False
2015,21500,66959,265,41.5,3.0,False,True,False,False
2014,16000,46622,205,47.9,2.0,True,False,False,False
2013,11995,40003,145,56.5,2.0,False,True,False,False
2018,38900,20300,145,34.0,3.0,False,True,False,True
2019,24498,50,145,40.4,2.0,False,True,False,True
2016,19995,23426,125,50.4,1.4,True,False,False,True
2015,14995,46465,30,54.3,1.4,False,True,False,True
2018,29995,14600,145,55.4,2.0,False,True,False,False
2019,23995,3232,145,50.4,1.0,True,False,False,True
2017,15995,16086,30,55.4,1.4,True,False,False,True
2017,13995,15981,145,57.6,1.4,True,False,False,True
2018,38995,6850,145,38.2,3.0,False,True,False,False
2017,18995,16668,145,70.6,1.6,True,False,False,False
2018,35995,13082,145,39.8,3.0,False,True,False,True
2019,18995,10522,145,43.5,1.5,False,True,False,True
2018,19995,12795,145,47.1,1.0,True,False,False,True
2018,34995,8250,145,38.2,2.0,False,False,False,False
2019,23995,5859,145,47.9,1.6,False,False,False,False
2019,37995,8235,145,44.1,2.0,False,False,False,False
2019,35995,5356,145,40.9,2.0,True,False,False,False
2019,34995,5565,145,47.9,2.0,False,False,False,False
2017,16498,13122,145,52.3,1.4,True,False,False,True
2019,26495,2940,145,39.2,1.5,True,False,False,True
2016,21995,26500,200,47.1,2.0,False,True,False,False
2020,52995,1100,145,40.4,3.0,False,True,False,False
2018,30995,24408,145,40.4,2.0,False,True,False,True
2020,69995,2200,145,28.8,2.9,False,True,False,True
2020,51995,500,145,38.7,3.0,False,True,False,False
2016,21995,47600,145,56.5,2.0,False,True,False,False
2018,22995,17252,145,56.5,1.5,False,False,False,True
2017,19945,49287,145,62.8,2.0,False,True,False,False
2017,22945,47446,145,62.8,2.0,False,True,False,False
2017,22990,14589,30,65.7,2.0,False,True,False,False
2016,13995,41279,0,74.3,2.0,True,False,False,False
2018,60995,3893,145,39.2,4.0,False,False,False,False
2017,38995,3338,145,50.4,3.0,False,False,False,False
2018,42995,4286,145,34.0,3.0,False,False,False,True
2018,28995,22913,145,56.5,2.0,False,False,False,False
2019,36995,4125,145,38.2,2.0,False,True,False,False
2019,34995,4000,145,31.7,2.0,False,True,False,True
2019,38495,5123,145,38.2,2.0,False,True,False,False
2019,43495,5000,145,40.9,3.0,False,False,False,False
2019,34995,6500,145,46.3,2.0,False,False,False,False
2017,35995,29832,145,34.0,3.0,False,True,False,True
2017,21495,11125,125,50.4,1.4,True,False,False,True
2019,36995,11565,145,38.2,2.0,False,False,False,False
2019,22995,10434,145,42.2,1.5,False,False,False,True
2016,11990,61332,20,68.9,2.0,True,False,False,False
2016,11498,22669,30,57.6,1.4,True,False,False,True
2016,19498,14419,145,52.3,2.0,True,False,False,False
2015,10698,37458,30,55.4,1.4,True,False,False,True
2014,11998,23015,20,60.1,1.4,True,False,False,True
2016,22500,26784,150,54.3,2.0,False,True,False,False
2019,35995,7256,145,38.2,2.0,False,False,False,False
2016,17995,24256,145,47.1,1.8,True,False,False,True
2018,28995,11047,145,56.5,2.0,False,True,False,False
2017,22995,19444,125,57.6,2.0,False,True,False,False
2017,17995,30123,125,51.4,1.4,True,False,False,True
2019,25995,7422,145,39.2,2.0,True,False,False,True
2016,24495,40688,160,42.8,2.0,False,False,False,True
2019,38995,5454,145,30.7,2.0,False,True,False,True
2019,19995,12785,145,42.8,1.5,True,False,False,True
2019,42995,7486,145,39.2,3.0,False,False,False,False
2019,36995,9256,145,45.6,2.0,False,False,False,False
2019,29995,13690,145,47.9,2.0,False,False,False,False
2016,20495,25125,160,50.4,2.0,False,True,False,False
2019,34995,6400,145,38.2,2.0,False,False,False,False
2019,19495,3265,145,47.1,1.0,True,False,False,True
2017,22995,17680,145,42.2,2.0,False,True,False,True
2016,11995,38502,30,57.6,1.4,True,False,False,True
2016,12995,36276,30,55.4,1.4,True,False,False,True
2017,49995,23437,300,39.2,4.0,False,False,False,False
2017,25995,20364,145,56.5,2.0,False,True,False,False
2016,11995,22606,30,57.6,1.4,True,False,False,True
2020,29995,100,150,39.2,2.0,False,True,False,True
2019,52995,8503,150,33.6,2.9,False,True,False,False
2019,28995,1296,150,34.5,2.0,False,True,False,True
2016,16995,26307,125,60.1,2.0,True,False,False,False
2016,33995,34685,200,47.9,3.0,False,True,False,False
2016,18995,34728,125,57.6,2.0,True,False,False,False
2017,14995,24427,145,55.4,1.4,True,False,False,True
2017,12995,16763,145,55.4,1.4,True,False,False,True
2017,15995,38484,145,55.4,1.0,True,False,False,True
2017,52995,16837,145,39.2,4.0,False,True,False,False
2017,19995,33523,145,58.9,2.0,False,False,False,False
2017,17298,6402,145,52.3,1.4,True,False,False,True
2016,15998,21944,125,49.6,2.0,True,False,False,True
2015,16498,19383,165,46.3,2.0,True,False,False,True
2019,25998,19118,145,47.9,2.0,False,True,False,False
2019,38995,4436,150,32.1,2.0,False,True,False,True
2019,83995,5978,150,30.7,4.0,False,True,False,False
2019,19995,2235,150,49.6,1.0,True,False,False,True
2016,16995,52496,160,50.4,2.0,False,True,False,False
2016,18350,52255,30,61.4,2.0,False,False,False,False
2018,15590,19686,145,68.9,1.6,True,False,False,False
2016,12500,26705,200,47.9,3.0,False,True,False,False
2016,12500,26705,30,58.9,1.4,True,False,False,True
2018,12500,18120,145,57.7,1.4,True,False,False,True
2016,18000,11966,145,47.9,1.4,False,True,False,True
2016,14500,34728,30,57.6,1.4,True,False,False,True
2018,16995,30547,145,70.6,1.6,False,True,False,False
2015,13795,72406,20,68.9,2.0,True,False,False,False
2017,19995,52822,145,64.2,2.0,False,True,False,False
2015,18990,70228,145,54.3,3.0,False,True,False,False
2017,15795,21637,20,67.3,2.0,True,False,False,False
2014,12595,52006,145,54.3,2.0,True,False,False,False
2016,20495,28994,160,50.4,2.0,False,True,False,False
2018,37995,30,145,39.2,3.0,True,False,False,False
2019,35995,7093,145,38.2,2.0,False,False,False,False
2020,35495,1934,145,32.5,2.0,False,True,False,True
2019,28995,4708,145,49.6,2.0,False,True,False,False
2019,38995,4304,145,37.7,2.0,False,False,False,False
2017,19495,9256,145,52.3,1.4,True,False,False,True
2018,27995,11403,145,38.2,1.5,False,False,False,True
2019,23995,1952,145,44.1,1.0,False,True,False,True
2019,41995,8060,145,37.7,3.0,False,True,False,False
2018,31700,7415,145,47.9,2.0,False,True,False,False
2018,42000,9756,145,37.7,3.0,False,False,False,True
2018,33500,9102,145,51.4,3.0,False,False,False,False
2018,31000,6002,145,38.2,2.0,False,False,False,False
2018,45000,6591,145,33.2,3.0,False,False,False,False
2019,22495,1000,145,49.6,1.6,True,False,False,False
2019,21995,5450,145,44.8,1.5,False,False,False,True
2019,29809,1000,145,46.3,2.0,False,False,False,False
2019,31995,1000,145,40.4,2.0,False,False,False,True
2016,18000,23596,145,48.7,2.0,True,False,False,True
2018,55500,11719,145,39.2,4.0,False,False,False,False
2019,31500,3185,145,39.2,2.0,False,False,False,False
2019,30995,8744,145,39.2,2.0,False,False,False,False
2019,32250,238,145,47.9,2.0,False,False,False,False
2019,31695,4693,145,47.1,2.0,False,False,False,False
2016,19000,28186,145,52.3,2.0,True,False,False,False
2016,16995,37000,145,54.3,2.0,False,True,False,False
2017,14695,13555,30,55.4,1.4,True,False,False,True
2016,31495,31031,235,42.2,3.0,False,True,False,False
2016,17395,34500,160,49.6,2.0,True,False,False,False
2019,33995,6412,145,39.2,2.0,False,True,False,False
2017,17500,14500,20,60.1,1.4,True,False,False,True
2017,11495,24857,0,76.3,1.6,True,False,False,False
2019,32494,2394,145,50.4,2.0,False,False,False,False
2019,36202,1000,145,39.2,2.0,False,False,False,False
2019,37395,1000,145,38.2,2.0,False,False,False,False
2019,31000,1000,145,50.4,2.0,False,False,False,False
2018,37000,10296,145,50.4,3.0,False,False,False,False
2018,20000,6629,145,42.2,1.5,False,False,False,True
2019,26495,6768,145,74.3,2.0,True,False,False,False
2019,23995,5363,145,39.8,2.0,False,False,False,True
2019,42500,4288,145,38.2,3.0,False,False,False,False
2014,7898,88130,30,64.2,2.0,False,True,False,False
2017,50000,17927,145,39.2,4.0,False,False,False,False
2019,29000,6452,145,40.4,2.0,False,True,False,True
2019,41495,6112,145,38.7,3.0,False,False,False,False
2019,25995,7447,145,47.9,2.0,False,True,False,False
2019,35995,4326,145,38.2,2.0,False,False,False,False
2019,49995,5558,145,33.6,3.0,False,False,False,False
2019,31500,2408,145,50.4,2.0,False,False,False,False
2019,23995,4430,145,40.9,1.5,True,False,False,True
2019,23374,1000,145,49.6,1.6,True,False,False,False
2019,22495,1000,145,49.6,1.6,True,False,False,False
2016,11495,8000,0,67.3,1.0,True,False,False,True
2017,19995,29885,30,65.7,2.0,False,True,False,False
2017,17695,14160,145,68.9,1.6,True,False,False,False
2019,27995,21480,145,48.7,2.0,False,True,False,False
2019,46000,6606,145,36.2,3.0,False,False,False,False
2017,23998,12147,145,40.4,2.0,False,True,False,True
2017,12798,29998,20,61.4,1.4,True,False,False,True
2016,17698,22168,145,47.9,1.4,False,True,False,True
2016,10998,24242,0,67.3,1.0,True,False,False,True
2017,19698,18389,145,57.7,1.5,False,True,False,True
2016,17298,31759,30,61.4,2.0,True,False,False,False
2019,24998,12853,145,38.2,2.0,False,True,False,True
2019,24998,13009,145,38.2,2.0,False,True,False,True
2019,25998,17,145,46.3,2.0,False,True,False,False
2015,14998,32125,125,57.6,2.0,True,False,False,False
2015,15998,17416,20,67.3,2.0,True,False,False,False
2017,19498,27049,145,67.3,2.0,False,True,False,False
2014,11950,81877,160,49.6,2.0,True,False,False,False
2016,16998,27692,145,49.6,1.4,True,False,False,True
2015,13995,35446,145,54.3,2.0,True,False,False,False
2015,16995,45000,30,64.2,2.0,False,True,False,False
2018,22590,6672,145,57.7,2.0,False,True,False,False
2018,20498,10005,145,50.4,1.4,True,False,False,True
2019,18998,2069,145,41.5,2.0,True,False,False,True
2019,25998,24608,145,39.8,2.0,False,True,False,True
2017,16495,36031,30,60.1,1.4,True,False,False,True
2017,13998,28752,150,58.9,1.4,True,False,False,True
2014,8498,58601,125,52.3,1.4,True,False,False,True
2017,19998,21113,145,55.4,1.5,True,False,False,True
2015,13998,66047,145,55.4,2.0,True,False,False,False
2016,17498,24405,20,64.2,2.0,False,True,False,False
2015,14995,43193,30,65.7,2.0,True,False,False,False
2017,16500,22379,125,52.3,1.4,True,False,False,True
2014,18498,36223,235,44.8,3.0,False,True,False,False
2016,14998,39293,30,62.8,2.0,True,False,False,False
2018,33498,13512,145,50.4,3.0,False,True,False,False
2015,9698,61194,0,67.3,1.0,True,False,False,True
2017,14849,58670,0,74.3,2.0,True,False,False,False
2016,10994,36951,0,67.3,1.0,True,False,False,True
2014,10202,34250,30,55.4,1.4,True,False,False,True
2016,15495,32811,0,74.3,2.0,True,False,False,False
2017,22695,31842,125,58.9,2.0,False,True,False,False
2016,11695,22373,30,55.4,1.4,True,False,False,True
2017,17495,34617,30,60.1,2.0,True,False,False,False
2015,14495,48065,145,55.4,2.0,True,False,False,False
2017,17795,26752,145,64.2,2.0,False,True,False,False
2018,18695,12300,145,52.3,1.4,True,False,False,True
2016,20000,24000,30,61.4,2.0,False,True,False,False
2015,13998,61410,30,62.8,2.0,True,False,False,False
2015,17498,57290,30,61.4,2.0,False,True,False,False
2017,16495,18045,145,55.4,1.0,True,False,False,True
2017,15498,13542,20,72.4,1.6,False,True,False,False
2016,29998,38678,235,42.2,3.0,False,True,False,False
2017,21498,19608,145,62.8,2.0,False,True,False,False
2019,29695,8849,145,47.1,2.0,False,False,False,False
2015,10995,13854,30,55.4,1.4,True,False,False,True
2017,10495,37131,0,67.3,1.0,True,False,False,True
2014,14998,60484,30,64.2,2.0,False,True,False,False
2015,16998,71253,160,49.6,3.0,False,True,False,False
2016,18998,32968,160,50.4,2.0,False,True,False,False
2015,11698,53372,20,60.1,1.4,True,False,False,True
2017,14898,24222,145,53.3,1.4,True,False,False,True
2015,12698,36081,145,55.4,2.0,True,False,False,False
2018,24498,11487,145,42.2,2.0,False,True,False,True
2013,11998,52765,200,47.9,2.0,False,True,False,False
2019,20350,2065,145,46.3,1.5,True,False,False,True
2018,17950,8026,145,47.1,1.0,True,False,False,True
2018,18300,31500,145,55.4,1.5,True,False,False,True
2019,31888,3481,150,33.2,2.0,False,True,False,True
2018,18288,31348,150,51.4,1.4,False,True,False,True
2016,15498,27370,30,64.2,2.0,True,False,False,False
2017,22500,15175,145,61.4,2.0,False,True,False,False
2018,22988,11347,150,52.3,1.4,False,True,False,True
2017,19688,24387,150,49.6,1.4,True,False,False,True
2016,13688,26165,30,55.4,1.4,True,False,False,True
2017,22988,14950,150,42.2,2.0,False,True,False,True
2016,16490,44316,30,64.2,2.0,True,False,False,False
2017,18488,35329,150,47.9,2.0,False,True,False,True
2017,26500,34201,145,52.3,3.0,False,True,False,False
2015,12450,21429,20,68.9,2.0,True,False,False,False
2016,12990,35694,20,60.1,1.0,True,False,False,True
2015,16998,40858,160,50.4,2.0,False,True,False,False
2016,13998,19285,125,53.3,1.4,True,False,False,True
2015,17498,35903,145,56.5,2.0,False,True,False,False
2015,17498,40256,160,50.4,2.0,False,True,False,False
2019,19995,7307,145,51.4,1.6,True,False,False,False
2019,22995,2402,145,47.9,1.6,False,False,False,False
2019,29995,4384,145,38.2,1.5,False,False,False,True
2019,28495,1442,145,40.9,1.5,False,False,False,True
2019,30995,4173,145,40.9,2.0,True,False,False,False
2019,33995,3243,145,34.5,2.0,False,True,False,True
2019,28495,3381,145,40.9,1.5,False,False,False,True
2019,23495,7378,145,52.3,1.6,False,False,False,False
2019,24495,4634,145,40.9,2.0,False,True,False,True
2019,34995,7126,145,32.1,2.0,False,False,False,True
2020,20990,556,145,47.9,1.0,True,False,False,True
2017,19850,9547,145,54.3,1.4,False,True,False,True
2020,33444,1904,145,31.4,2.0,False,True,False,True
2020,30888,525,145,40.9,1.5,False,True,False,True
